Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Month_Name,Day,Day_of_Week
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,4:28:00 PM,Cash,709.9,4.761904762,35.495,5.7,2019,3,March,20,Wednesday
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,7:57:00 PM,Credit card,440.2,4.761904762,22.01,9.6,2019,3,March,20,Wednesday
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,5:01:00 PM,Credit card,559.68,4.761904762,27.984,6.4,2019,2,February,15,Friday
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,1:29:00 PM,Credit card,37.0,4.761904762,1.85,7.9,2019,3,March,6,Wednesday
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00 AM,Cash,15.34,4.761904762,0.767,6.5,2019,1,January,6,Sunday
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,3:02:00 PM,Ewallet,598.98,4.761904762,29.949,8.5,2019,3,March,4,Monday
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,2:21:00 PM,Cash,190.68,4.761904762,9.534,9.1,2019,3,March,12,Tuesday
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,6:01:00 PM,Cash,333.4,4.761904762,16.67,7.6,2019,2,February,20,Wednesday
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,2:49:00 PM,Cash,74.86,4.761904762,3.743,6.9,2019,3,March,24,Sunday
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00 PM,Cash,213.75,4.761904762,10.6875,9.5,2019,1,January,31,Thursday
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,1:30:00 PM,Credit card,339.57,4.761904762,16.9785,5.2,2019,1,January,25,Friday
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,2:38:00 PM,Cash,664.16,4.761904762,33.208,4.2,2019,2,February,3,Sunday
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,5:37:00 PM,Credit card,403.0,4.761904762,20.15,7.0,2019,1,January,24,Thursday
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,5:20:00 PM,Ewallet,194.95,4.761904762,9.7475,6.0,2019,3,March,14,Thursday
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,8:29:00 PM,Cash,62.48,4.761904762,3.124,4.7,2019,2,February,18,Monday
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00 AM,Cash,72.72,4.761904762,3.636,7.1,2019,1,January,21,Monday
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00 AM,Ewallet,181.1,4.761904762,9.055,5.9,2019,3,March,13,Wednesday
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,1:42:00 PM,Cash,259.6,4.761904762,12.98,7.5,2019,3,March,3,Sunday
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,2:44:00 PM,Cash,115.36,4.761904762,5.768,6.4,2019,3,March,29,Friday
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,2:16:00 PM,Ewallet,470.28,4.761904762,23.514,5.8,2019,1,January,10,Thursday
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,3:54:00 PM,Cash,240.04,4.761904762,12.002,4.5,2019,1,January,25,Friday
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00 AM,Cash,88.61,4.761904762,4.4305,7.7,2019,1,January,19,Saturday
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,6:09:00 PM,Credit card,199.64,4.761904762,9.982,6.7,2019,1,January,2,Wednesday
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,4:46:00 PM,Credit card,39.01,4.761904762,1.9505,4.7,2019,3,March,12,Tuesday
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,3:31:00 PM,Cash,48.61,4.761904762,2.4305,4.4,2019,2,February,25,Monday
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,5:15:00 PM,Credit card,204.76,4.761904762,10.238,4.7,2019,3,March,18,Monday
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00 PM,Cash,119.68,4.761904762,5.984,8.6,2019,2,February,23,Saturday
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,8:14:00 PM,Ewallet,505.4,4.761904762,25.27,4.3,2019,3,March,26,Tuesday
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,1:22:00 PM,Cash,281.61,4.761904762,14.0805,9.6,2019,3,March,30,Saturday
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,5:09:00 PM,Cash,710.32,4.761904762,35.516,4.1,2019,2,February,17,Sunday
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00 AM,Ewallet,79.44,4.761904762,3.972,4.7,2019,3,March,21,Thursday
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,5:43:00 PM,Cash,163.82,4.761904762,8.191,7.8,2019,3,March,5,Tuesday
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,2:04:00 PM,Cash,479.58,4.761904762,23.979,5.5,2019,1,January,31,Thursday
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,7:05:00 PM,Ewallet,138.66,4.761904762,6.933,9.7,2019,2,February,5,Tuesday
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00 AM,Credit card,71.15,4.761904762,3.5575,4.4,2019,2,February,1,Friday
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,1:12:00 PM,Cash,139.95,4.761904762,6.9975,5.0,2019,3,March,7,Thursday
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,8:51:00 PM,Cash,781.3,4.761904762,39.065,4.4,2019,2,February,10,Sunday
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,5:29:00 PM,Cash,198.74,4.761904762,9.937,5.2,2019,2,February,14,Thursday
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00 AM,Cash,63.24,4.761904762,3.162,7.3,2019,2,February,9,Saturday
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00 AM,Cash,373.95,4.761904762,18.6975,4.9,2019,1,January,10,Thursday
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,6:58:00 PM,Credit card,207.69,4.761904762,10.3845,8.1,2019,3,March,11,Monday
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,4:28:00 PM,Ewallet,176.28,4.761904762,8.814,8.4,2019,2,February,18,Monday
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,8:26:00 PM,Cash,206.37,4.761904762,10.3185,5.5,2019,2,February,26,Tuesday
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,3:08:00 PM,Cash,39.42,4.761904762,1.971,8.4,2019,1,January,18,Friday
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,6:03:00 PM,Ewallet,91.56,4.761904762,4.578,9.8,2019,2,February,15,Friday
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,1:21:00 PM,Cash,308.85,4.761904762,15.4425,6.7,2019,3,March,8,Friday
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00 PM,Credit card,129.12,4.761904762,6.456,9.4,2019,1,January,17,Thursday
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,7:53:00 PM,Ewallet,390.96,4.761904762,19.548,6.4,2019,3,March,12,Tuesday
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,7:09:00 PM,Cash,498.9,4.761904762,24.945,5.4,2019,3,March,9,Saturday
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,4:30:00 PM,Cash,377.04,4.761904762,18.852,8.6,2019,3,March,12,Tuesday
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00 AM,Credit card,204.52,4.761904762,10.226,4.0,2019,1,January,25,Friday
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,1:07:00 PM,Cash,145.44,4.761904762,7.272,7.6,2019,3,March,25,Monday
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,6:48:00 PM,Cash,198.18,4.761904762,9.909,6.8,2019,2,February,7,Thursday
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,5:27:00 PM,Credit card,98.7,4.761904762,4.935,9.1,2019,2,February,17,Sunday
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,3:59:00 PM,Cash,385.1,4.761904762,19.255,5.5,2019,2,February,3,Sunday
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21:00 AM,Credit card,46.96,4.761904762,2.348,7.9,2019,3,March,14,Thursday
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,1:48:00 PM,Ewallet,73.5,4.761904762,3.675,8.5,2019,3,March,24,Sunday
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17:00 AM,Credit card,142.25,4.761904762,7.1125,9.1,2019,3,March,21,Thursday
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,3:49:00 PM,Ewallet,687.6,4.761904762,34.38,7.5,2019,3,March,19,Tuesday
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,1:02:00 PM,Cash,347.7,4.761904762,17.385,5.2,2019,2,February,24,Sunday
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00 PM,Credit card,142.95,4.761904762,7.1475,9.5,2019,3,March,28,Thursday
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,3:26:00 PM,Credit card,385.38,4.761904762,19.269,8.9,2019,2,February,5,Tuesday
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,6:23:00 PM,Credit card,144.27,4.761904762,7.2135,7.8,2019,2,February,10,Sunday
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,7:06:00 PM,Ewallet,391.79,4.761904762,19.5895,8.9,2019,3,March,5,Tuesday
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,8:21:00 PM,Cash,538.3,4.761904762,26.915,7.7,2019,2,February,15,Friday
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,4:24:00 PM,Ewallet,485.15,4.761904762,24.2575,9.3,2019,1,January,30,Wednesday
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,3:04:00 PM,Cash,133.95,4.761904762,6.6975,6.2,2019,2,February,14,Thursday
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,4:10:00 PM,Ewallet,701.37,4.761904762,35.0685,7.6,2019,2,February,27,Wednesday
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00 PM,Cash,71.95,4.761904762,3.5975,7.3,2019,2,February,4,Monday
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00 AM,Cash,714.0,4.761904762,35.7,4.7,2019,1,January,20,Sunday
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,5:38:00 PM,Cash,182.14,4.761904762,9.107,5.1,2019,3,March,28,Thursday
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00 AM,Credit card,135.0,4.761904762,6.75,4.8,2019,2,February,27,Wednesday
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,2:53:00 PM,Credit card,993.0,4.761904762,49.65,6.6,2019,2,February,15,Friday
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,6:22:00 PM,Cash,361.83,4.761904762,18.0915,5.5,2019,1,January,26,Saturday
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,7:02:00 PM,Credit card,383.11,4.761904762,19.1555,8.5,2019,3,March,14,Thursday
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,2:16:00 PM,Cash,243.0,4.761904762,12.15,4.8,2019,3,March,2,Saturday
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,3:44:00 PM,Cash,30.24,4.761904762,1.512,8.4,2019,3,March,4,Monday
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00 PM,Credit card,356.56,4.761904762,17.828,7.8,2019,1,January,7,Monday
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,8:01:00 PM,Credit card,375.5,4.761904762,18.775,9.3,2019,3,March,8,Friday
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,1:45:00 PM,Cash,954.4,4.761904762,47.72,5.2,2019,1,January,9,Wednesday
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,3:40:00 PM,Ewallet,82.5,4.761904762,4.125,6.5,2019,3,March,1,Friday
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,4:58:00 PM,Cash,74.97,4.761904762,3.7485,5.6,2019,3,March,16,Saturday
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00 AM,Credit card,647.68,4.761904762,32.384,7.4,2019,2,February,17,Sunday
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,3:12:00 PM,Cash,755.76,4.761904762,37.788,9.1,2019,2,February,27,Wednesday
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,8:37:00 PM,Ewallet,199.58,4.761904762,9.979,8.0,2019,3,March,7,Thursday
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,5:44:00 PM,Cash,439.32,4.761904762,21.966,7.2,2019,1,January,21,Monday
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,4:23:00 PM,Cash,164.96,4.761904762,8.248,7.1,2019,2,February,19,Tuesday
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12:00 PM,Cash,326.72,4.761904762,16.336,9.1,2019,1,January,6,Sunday
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,7:33:00 PM,Cash,461.88,4.761904762,23.094,5.6,2019,3,March,14,Thursday
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00 AM,Cash,263.76,4.761904762,13.188,6.0,2019,3,March,24,Sunday
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,2:28:00 PM,Cash,143.6,4.761904762,7.18,5.4,2019,1,January,27,Sunday
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00 PM,Credit card,193.5,4.761904762,9.675,7.8,2019,3,March,6,Wednesday
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9,2019,2,February,2,Saturday
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,7:39:00 PM,Credit card,121.92,4.761904762,6.096,4.9,2019,1,January,25,Friday
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,5:54:00 PM,Ewallet,420.66,4.761904762,21.033,5.2,2019,3,March,14,Thursday
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00 PM,Cash,252.48,4.761904762,12.624,8.9,2019,1,January,29,Tuesday
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,4:47:00 PM,Credit card,335.45,4.761904762,16.7725,9.1,2019,1,January,3,Thursday
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00 PM,Ewallet,483.5,4.761904762,24.175,7.0,2019,1,January,14,Monday
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,7:50:00 PM,Credit card,318.42,4.761904762,15.921,9.6,2019,1,January,5,Saturday
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,6:17:00 PM,Ewallet,668.43,4.761904762,33.4215,8.7,2019,2,February,22,Friday
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,5:20:00 PM,Ewallet,387.92,4.761904762,19.396,9.4,2019,2,February,6,Wednesday
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,1:32:00 PM,Credit card,94.6,4.761904762,4.73,4.0,2019,1,January,30,Wednesday
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00 AM,Credit card,329.32,4.761904762,16.466,7.5,2019,1,January,11,Friday
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,2:35:00 PM,Cash,53.22,4.761904762,2.661,4.2,2019,3,March,19,Tuesday
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00 PM,Cash,498.45,4.761904762,24.9225,9.9,2019,1,January,14,Monday
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,3:32:00 PM,Ewallet,299.56,4.761904762,14.978,4.2,2019,3,March,1,Friday
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,1:58:00 PM,Ewallet,204.7,4.761904762,10.235,9.9,2019,1,January,6,Sunday
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,1:19:00 PM,Cash,75.82,4.761904762,3.791,5.8,2019,1,January,31,Thursday
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,1:37:00 PM,Cash,280.62,4.761904762,14.031,6.0,2019,3,March,11,Monday
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,4:49:00 PM,Credit card,323.2,4.761904762,16.16,10.0,2019,2,February,20,Wednesday
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,2:55:00 PM,Ewallet,486.63,4.761904762,24.3315,9.5,2019,1,January,27,Sunday
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,2:04:00 PM,Credit card,127.54,4.761904762,6.377,6.6,2019,3,March,10,Sunday
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00 PM,Cash,241.44,4.761904762,12.072,8.1,2019,2,February,15,Friday
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,2:51:00 PM,Cash,379.5,4.761904762,18.975,9.7,2019,1,January,26,Saturday
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,6:27:00 PM,Ewallet,76.82,4.761904762,3.841,7.2,2019,2,February,13,Wednesday
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00 PM,Credit card,522.6,4.761904762,26.13,6.2,2019,3,March,9,Saturday
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36:00 AM,Ewallet,79.74,4.761904762,3.987,7.3,2019,3,March,6,Wednesday
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,8:36:00 PM,Ewallet,387.5,4.761904762,19.375,4.3,2019,1,January,24,Thursday
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,2:16:00 PM,Ewallet,271.35,4.761904762,13.5675,4.6,2019,3,March,13,Wednesday
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26:00 AM,Cash,122.31,4.761904762,6.1155,5.8,2019,3,March,15,Friday
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,1:30:00 PM,Credit card,246.36,4.761904762,12.318,8.3,2019,3,March,5,Tuesday
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,4:28:00 PM,Cash,173.16,4.761904762,8.658,8.0,2019,3,March,4,Monday
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,8:18:00 PM,Credit card,236.58,4.761904762,11.829,9.4,2019,3,March,25,Monday
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,8:04:00 PM,Credit card,184.88,4.761904762,9.244,6.2,2019,3,March,12,Tuesday
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,1:38:00 PM,Ewallet,13.98,4.761904762,0.699,9.8,2019,2,February,4,Monday
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43:00 AM,Ewallet,198.75,4.761904762,9.9375,9.6,2019,2,February,22,Friday
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,5:30:00 PM,Ewallet,684.53,4.761904762,34.2265,4.9,2019,2,February,16,Saturday
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,3:28:00 PM,Credit card,269.04,4.761904762,13.452,8.0,2019,1,January,19,Saturday
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,7:07:00 PM,Credit card,68.95,4.761904762,3.4475,7.8,2019,1,January,11,Friday
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,7:01:00 PM,Cash,274.84,4.761904762,13.742,4.1,2019,1,January,4,Friday
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,7:48:00 PM,Ewallet,226.12,4.761904762,11.306,5.5,2019,3,March,4,Monday
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,7:24:00 PM,Ewallet,119.1,4.761904762,5.955,5.4,2019,1,January,28,Monday
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1,2019,1,January,2,Wednesday
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,2:29:00 PM,Ewallet,43.74,4.761904762,2.187,6.9,2019,1,January,25,Friday
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,1:21:00 PM,Cash,104.85,4.761904762,5.2425,7.8,2019,1,January,4,Friday
696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,6:55:00 PM,Ewallet,77.52,4.761904762,3.876,6.6,2019,3,March,10,Sunday
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,7:36:00 PM,Ewallet,407.44,4.761904762,20.372,9.2,2019,3,March,22,Friday
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,4:28:00 PM,Ewallet,96.11,4.761904762,4.8055,7.8,2019,1,January,25,Friday
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,1:48:00 PM,Credit card,181.52,4.761904762,9.076,8.7,2019,1,January,8,Tuesday
